"ID"|"project_name"|"subcategory_name"|"category_name"|"country"|"currency"|"launch_date"|"deadline_date"|"duration_days"|"goal"|"money_raised"|"no_of_backers"|"outcome"
11354|"Help Expand our Dream to Offer Spinach Balls to the World!"|"Food"|"Food"|"US"|"USD"|"2012-08-15 00:00:00"|"2012-09-14 00:00:00"|30|25000.0|381.0|10|"failed"
11355|"Anthony Viscounte Orchestra debut CD- mystical folk music!"|"Music"|"Music"|"US"|"USD"|"2011-06-04 00:00:00"|"2011-06-25 00:00:00"|21|2500.0|2504.34|24|"successful"
11356|"Edward Burlingame Hill: Discovered & Recorded"|"Classical Music"|"Music"|"US"|"USD"|"2014-02-21 00:00:00"|"2014-03-25 00:00:00"|32|30000.0|31410.0|153|"successful"
11357|"The Aubrey James Live Showcase"|"R&B"|"Music"|"US"|"USD"|"2015-06-12 00:00:00"|"2015-07-12 00:00:00"|30|10000.0|0.0|0|"failed"
11358|"Sinister Dynamic Publishing Project (Canceled)"|"Nonfiction"|"Publishing"|"US"|"USD"|"2014-05-02 00:00:00"|"2014-05-31 00:00:00"|29|1300.0|250.0|5|"canceled"
11359|"( inferno of the gods)  a sires of 10 oil paintings and more"|"Painting"|"Art"|"US"|"USD"|"2013-01-22 00:00:00"|"2013-02-21 00:00:00"|30|700.0|0.0|0|"failed"
11360|"Your Father's Daughter - Directed by Carlos Bernard"|"Shorts"|"Film & Video"|"US"|"USD"|"2012-06-07 00:00:00"|"2012-06-27 00:00:00"|20|20000.0|21022.25|161|"successful"
11361|"1234 House Final Phase"|"Art"|"Art"|"US"|"USD"|"2015-03-22 00:00:00"|"2015-03-30 00:00:00"|8|100.0|585.0|10|"successful"
11362|"LightSail: A Revolutionary Solar Sailing Spacecraft"|"Space Exploration"|"Technology"|"US"|"USD"|"2015-05-12 00:00:00"|"2015-06-26 00:00:00"|45|200000.0|1241615.13|23331|"successful"
11363|"TuffCarbon Shield Iphone 6 and 6 Plus Case"|"Product Design"|"Design"|"US"|"USD"|"2014-11-03 00:00:00"|"2014-12-18 00:00:00"|45|1000.0|8858.0|216|"successful"
11364|"Magnet Buttons Designs"|"Product Design"|"Design"|"ES"|"EUR"|"2017-03-20 00:00:00"|"2017-04-23 00:00:00"|34|10930.04|2111.68|32|"failed"
11365|"Specialized Printing"|"Fashion"|"Fashion"|"CA"|"CAD"|"2014-08-08 00:00:00"|"2014-09-07 00:00:00"|30|2260.6|0.0|0|"failed"
11366|"The New Douglas Farmers' Market Grill: Fresh Food Fast"|"Restaurants"|"Food"|"US"|"USD"|"2015-02-17 00:00:00"|"2015-03-19 00:00:00"|30|3000.0|52.0|1|"failed"
11367|"Making Cole Porter Inn the Top!"|"Performance Art"|"Art"|"US"|"USD"|"2016-03-08 00:00:00"|"2016-05-06 00:00:00"|59|15000.0|5301.0|45|"failed"
11368|"Handmade All Leather Backpack by Embrazio"|"Product Design"|"Design"|"US"|"USD"|"2017-11-01 00:00:00"|"2017-12-01 00:00:00"|30|5000.0|3705.0|18|"failed"
11369|"Pick and Place Machine and/or Automatic SMT Feeders"|"Robots"|"Technology"|"US"|"USD"|"2015-09-15 00:00:00"|"2015-10-20 00:00:00"|35|50000.0|213.0|6|"failed"
11370|"Naked but a 55L Pak & a Camera"|"Documentary"|"Film & Video"|"US"|"USD"|"2013-01-20 00:00:00"|"2013-02-10 00:00:00"|21|1200.0|1400.0|19|"successful"
11371|"Olive and the Underworld (Volume 1), a graphic novel"|"Graphic Novels"|"Comics"|"US"|"USD"|"2015-08-22 00:00:00"|"2015-09-21 00:00:00"|30|9250.0|9822.0|166|"successful"
11372|"ronnie and things the joy it brings"|"Crafts"|"Crafts"|"US"|"USD"|"2016-01-17 00:00:00"|"2016-03-17 00:00:00"|60|7000.0|56.0|3|"failed"
11373|"Ôpp ! Titeuf - Murs à dessins"|"Comics"|"Comics"|"CH"|"CHF"|"2016-02-09 00:00:00"|"2016-03-11 00:00:00"|31|15194.49|18835.09|106|"successful"
11374|"Price of Powers Comic Book"|"Comics"|"Comics"|"US"|"USD"|"2013-08-19 00:00:00"|"2013-09-03 00:00:00"|15|650.0|690.0|13|"successful"
11375|"50 Paintings Roosevelt-Campobello Intl Park 50th Anniversary"|"Painting"|"Art"|"US"|"USD"|"2013-12-17 00:00:00"|"2014-02-15 00:00:00"|60|1000.0|4212.0|43|"successful"
11376|"Secondhand Hearts - Feature Film"|"Romance"|"Film & Video"|"US"|"USD"|"2015-11-27 00:00:00"|"2015-12-28 00:00:00"|31|15000.0|17190.0|119|"successful"
11377|"HitMe ? The Perfect Challenge App– Because Sky is The Limit!"|"Apps"|"Technology"|"CA"|"CAD"|"2016-06-15 00:00:00"|"2016-07-30 00:00:00"|45|27643.4|576.67|4|"failed"
11378|"souvenir_HDTS 2013"|"Art"|"Art"|"US"|"USD"|"2013-09-11 00:00:00"|"2013-10-11 00:00:00"|30|3000.0|1480.0|18|"failed"
11379|"Take Crotty's Kids Over the Finish Line."|"Documentary"|"Film & Video"|"US"|"USD"|"2013-02-06 00:00:00"|"2013-03-03 00:00:00"|25|12000.0|13267.0|66|"successful"
11380|"Paper Adventure: A FUN way for the whole family to game!"|"Tabletop Games"|"Games"|"US"|"USD"|"2017-11-19 00:00:00"|"2017-11-28 00:00:00"|9|25.0|173.0|40|"successful"
11381|"Mastering of Fahrbahn Rücken's Debut Album"|"Music"|"Music"|"DE"|"EUR"|"2016-08-08 00:00:00"|"2016-09-07 00:00:00"|30|901.44|908.2|25|"successful"
11382|"New C.D. ""Under the Radar"" with music videos"|"Country & Folk"|"Music"|"US"|"USD"|"2010-06-17 00:00:00"|"2010-08-16 00:00:00"|60|2000.0|2000.0|18|"successful"
11383|"RBG Cuddle Enamel Pin"|"Accessories"|"Fashion"|"US"|"USD"|"2017-09-20 00:00:00"|"2017-10-10 00:00:00"|20|400.0|515.0|24|"successful"
11384|"The Ultimate Urban Transportation-- Project Insecta"|"Technology"|"Technology"|"CA"|"CAD"|"2013-09-27 00:00:00"|"2013-10-27 00:00:00"|30|143857.29|449.79|19|"failed"
11385|"Justice Hides Music Video (Canceled)"|"Hip-Hop"|"Music"|"US"|"USD"|"2012-04-25 00:00:00"|"2012-05-25 00:00:00"|30|10000.0|0.0|0|"canceled"
11386|"A new young author trying to make it with his first book"|"Fiction"|"Publishing"|"GB"|"GBP"|"2015-03-13 00:00:00"|"2015-03-27 00:00:00"|14|1234.66|148.75|1|"canceled"
11387|"Radical Revolution Clothing Co."|"Ready-to-wear"|"Fashion"|"US"|"USD"|"2015-02-09 00:00:00"|"2015-03-11 00:00:00"|30|2000.0|343.0|10|"failed"
11388|"Baked Perfections makes life Sweeter with little Sweets!"|"Food"|"Food"|"US"|"USD"|"2015-01-16 00:00:00"|"2015-02-15 00:00:00"|30|15000.0|60.0|1|"failed"
11389|"Roboshield"|"Robots"|"Technology"|"MX"|"MXN"|"2016-12-09 00:00:00"|"2017-01-28 00:00:00"|50|2439.38|485.92|11|"failed"
11390|"Pacific Coast Climbing"|"Documentary"|"Film & Video"|"US"|"USD"|"2015-07-17 00:00:00"|"2015-08-01 00:00:00"|15|1500.0|240.0|4|"failed"
11391|"Copper Shower Company is introducing the Copper Shower Kit"|"Design"|"Design"|"US"|"USD"|"2017-03-28 00:00:00"|"2017-04-27 00:00:00"|30|45000.0|0.0|0|"canceled"
11392|"INTERACTIVE, EDUCATIONAL KIDS ART BOOKS, 8 LANGUAGES"|"Children's Books"|"Publishing"|"CA"|"CAD"|"2014-02-20 00:00:00"|"2014-04-06 00:00:00"|45|6837.45|18.23|2|"failed"
11393|"FRAME-WERX : AFFORDABLE MODULAR BUILDING KIT FILES"|"Tabletop Games"|"Games"|"US"|"USD"|"2016-07-25 00:00:00"|"2016-08-24 00:00:00"|30|1000.0|15158.0|335|"successful"
11394|"The Boys After Debut Full Length Album!"|"Rock"|"Music"|"US"|"USD"|"2013-09-11 00:00:00"|"2013-10-11 00:00:00"|30|4500.0|4624.0|48|"successful"
11395|"Adrien and the Fine Print make first LP, and you can be part of it!"|"Music"|"Music"|"US"|"USD"|"2010-06-10 00:00:00"|"2010-09-02 00:00:00"|84|1500.0|245.0|3|"failed"
11396|"UMPHY - Help Launch A Pop Artist!"|"Pop"|"Music"|"US"|"USD"|"2015-02-14 00:00:00"|"2015-03-16 00:00:00"|30|15000.0|1950.0|20|"failed"
11397|"Ex Parte, a student film from Shoreline Community College"|"Shorts"|"Film & Video"|"US"|"USD"|"2012-04-27 00:00:00"|"2012-05-11 00:00:00"|14|1675.0|1865.0|40|"successful"
11398|"Frozen Roses Ep"|"Hip-Hop"|"Music"|"US"|"USD"|"2013-02-25 00:00:00"|"2013-03-27 00:00:00"|30|500.0|0.0|0|"failed"
11399|"IamI"|"Experimental"|"Theater"|"US"|"USD"|"2015-04-20 00:00:00"|"2015-05-20 00:00:00"|30|8400.0|2176.0|32|"failed"
11400|"Rabbit Hole Gallery"|"Public Art"|"Art"|"US"|"USD"|"2015-07-01 00:00:00"|"2015-08-15 00:00:00"|45|5000.0|1.0|1|"failed"
11401|"Happy Ears | The next generation earplug"|"Product Design"|"Design"|"US"|"USD"|"2015-08-27 00:00:00"|"2015-09-26 00:00:00"|30|10000.0|16609.0|1020|"successful"
11402|"KybettKrafts Jewelry - Intricate, handmade, unique."|"Jewelry"|"Fashion"|"GB"|"GBP"|"2015-04-21 00:00:00"|"2015-05-21 00:00:00"|30|234.6|247.11|10|"successful"
11403|"MeetCute (Canceled)"|"Shorts"|"Film & Video"|"US"|"USD"|"2010-11-01 00:00:00"|"2011-01-30 00:00:00"|90|3000.0|25.0|1|"canceled"
11404|"Monster!"|"Video Games"|"Games"|"US"|"USD"|"2012-05-14 00:00:00"|"2012-06-14 00:00:00"|31|70000.0|6256.0|99|"failed"
11405|"Short Film - REDCOATS - #DontTreadOnShe"|"Shorts"|"Film & Video"|"US"|"USD"|"2016-09-27 00:00:00"|"2016-10-27 00:00:00"|30|19500.0|23150.0|209|"successful"
11406|"Spark Studios"|"Webseries"|"Film & Video"|"US"|"USD"|"2016-05-19 00:00:00"|"2016-06-17 00:00:00"|29|1000.0|46.0|16|"failed"
11407|"Brass Empire: New Canton Expansion + Original Reprint"|"Tabletop Games"|"Games"|"US"|"USD"|"2017-11-01 00:00:00"|"2017-12-01 00:00:00"|30|15800.0|25076.0|494|"successful"
11408|"RPG Tablecloth Battleground"|"Tabletop Games"|"Games"|"DE"|"EUR"|"2016-05-29 00:00:00"|"2016-07-10 00:00:00"|42|5564.03|6176.07|105|"successful"
11409|"THE LOST BOYS APPAREL"|"Apparel"|"Fashion"|"US"|"USD"|"2017-05-02 00:00:00"|"2017-06-26 00:00:00"|55|10000.0|90.0|1|"failed"
11410|"Daydreams and Wanderings - A Book of Sketches"|"Illustration"|"Art"|"US"|"USD"|"2015-03-02 00:00:00"|"2015-04-01 00:00:00"|30|1300.0|1471.0|42|"successful"
11411|"Stop The Islamification Of This Band"|"Faith"|"Music"|"AU"|"AUD"|"2015-02-01 00:00:00"|"2015-02-28 00:00:00"|27|1563.36|0.0|0|"failed"
11412|"The South Pacific Islands (Canceled)"|"Documentary"|"Film & Video"|"US"|"USD"|"2014-07-05 00:00:00"|"2014-08-04 00:00:00"|30|2000.0|0.0|0|"canceled"
11413|"Sigma'cappella's First Studio Album"|"Music"|"Music"|"US"|"USD"|"2016-12-02 00:00:00"|"2017-01-28 00:00:00"|57|10000.0|1950.0|32|"canceled"
11414|"Contour Coffee Table"|"Product Design"|"Design"|"US"|"USD"|"2012-12-14 00:00:00"|"2013-01-13 00:00:00"|30|10000.0|17926.0|53|"successful"
11415|"Wordly Misadventures: Creative Non-Fiction of World Travel"|"Nonfiction"|"Publishing"|"US"|"USD"|"2014-07-30 00:00:00"|"2014-08-19 00:00:00"|20|5000.0|574.69|12|"failed"
11416|"FICTION MAGIC: Card Tricks & Tips for Writers"|"Fiction"|"Publishing"|"US"|"USD"|"2014-03-07 00:00:00"|"2014-04-06 00:00:00"|30|7500.0|9182.0|195|"successful"
11417|"samurai's life conquest"|"Sculpture"|"Art"|"CA"|"CAD"|"2014-10-28 00:00:00"|"2014-11-27 00:00:00"|30|438.71|0.0|0|"failed"
11418|"Inspired Realms"|"Fiction"|"Publishing"|"US"|"USD"|"2014-10-08 00:00:00"|"2014-11-07 00:00:00"|30|3500.0|68.0|2|"failed"
11419|"Different Skies documentary"|"Documentary"|"Film & Video"|"US"|"USD"|"2010-07-20 00:00:00"|"2010-09-02 00:00:00"|44|5000.0|2115.0|26|"failed"
11420|"Aervine: A Combined Corkscrew and Wine Aerator"|"Product Design"|"Design"|"US"|"USD"|"2012-12-01 00:00:00"|"2012-12-31 00:00:00"|30|10000.0|5617.0|120|"failed"
11421|"PalAward"|"Web"|"Technology"|"US"|"USD"|"2016-09-16 00:00:00"|"2016-10-16 00:00:00"|30|5220.0|1.0|1|"failed"
11422|"Talkase: the must-have accessory for a mobile lifestyle."|"Gadgets"|"Technology"|"US"|"USD"|"2014-10-21 00:00:00"|"2014-11-20 00:00:00"|30|60000.0|130925.6|2393|"successful"
11423|"Lost in the City of Flowers - An Artistic Adventure"|"Fiction"|"Publishing"|"US"|"USD"|"2013-10-28 00:00:00"|"2013-11-18 00:00:00"|21|3925.0|3926.0|58|"successful"
11424|"Dewey Mac, Kid Detective Book - Make DIY & STEM Spy Gadgets"|"Children's Books"|"Publishing"|"US"|"USD"|"2013-09-19 00:00:00"|"2013-10-21 00:00:00"|32|5000.0|16118.05|497|"successful"
11425|"Scottish Wrestling Live (Canceled)"|"Action"|"Film & Video"|"GB"|"GBP"|"2015-02-05 00:00:00"|"2015-04-06 00:00:00"|60|43773.89|18.97|2|"canceled"
11426|"// Pixel Flats // Custom Design according your mood //"|"Product Design"|"Design"|"MX"|"MXN"|"2017-04-12 00:00:00"|"2017-05-12 00:00:00"|30|5291.85|0.0|0|"failed"
11427|"Classic JRPG"|"Video Games"|"Games"|"US"|"USD"|"2015-08-09 00:00:00"|"2015-10-08 00:00:00"|60|500.0|205.0|6|"failed"
11428|"Roadie the Ranch Dog's big day!"|"Children's Books"|"Publishing"|"US"|"USD"|"2012-11-06 00:00:00"|"2012-12-06 00:00:00"|30|5000.0|5055.0|42|"successful"
11429|"The Shilly Shally Shanty--A Guerilla Schoolhouse on Ice"|"Theater"|"Theater"|"US"|"USD"|"2009-12-08 00:00:00"|"2010-01-08 00:00:00"|31|2000.0|0.0|0|"failed"
11430|"SF Denton Game Fish of New York Art Card Deck"|"Playing Cards"|"Games"|"US"|"USD"|"2015-03-20 00:00:00"|"2015-04-19 00:00:00"|30|300.0|396.0|26|"successful"
11431|"Helmet mounted emergency alert chip"|"Design"|"Design"|"US"|"USD"|"2017-07-14 00:00:00"|"2017-09-12 00:00:00"|60|12000.0|47.0|8|"failed"
11432|"Selur Dog"|"Pop"|"Music"|"US"|"USD"|"2013-03-30 00:00:00"|"2013-05-28 00:00:00"|59|15000.0|0.0|0|"failed"
11433|"Wine Glass Mask ."|"Product Design"|"Design"|"US"|"USD"|"2017-02-02 00:00:00"|"2017-03-04 00:00:00"|30|78000.0|3018.0|54|"canceled"
11434|"Luxembourg City Calendar 2016"|"Photography"|"Photography"|"LU"|"EUR"|"2015-12-10 00:00:00"|"2015-12-25 00:00:00"|15|1088.7|3762.53|68|"successful"
11435|"Lil League of Learning Heroes, Major's Mission!"|"Mobile Games"|"Games"|"US"|"USD"|"2017-06-10 00:00:00"|"2017-07-16 00:00:00"|36|5000.0|26.0|2|"failed"
11436|"Oyster Italy"|"Farms"|"Food"|"IT"|"EUR"|"2016-06-04 00:00:00"|"2016-07-24 00:00:00"|50|11112.96|3.33|1|"failed"
11437|"More Than Poutine: A Unique Canadian Cookbook"|"Nonfiction"|"Publishing"|"US"|"USD"|"2017-01-16 00:00:00"|"2017-03-02 00:00:00"|45|5000.0|17963.0|469|"successful"
11438|"Produce LEADEN SKIES, a holocaust-themed work of theatre art"|"Theater"|"Theater"|"US"|"USD"|"2012-06-14 00:00:00"|"2012-07-14 00:00:00"|30|7500.0|484.0|7|"failed"
11439|"ZoomCrane: The fastest, most compact pro camera crane!"|"Camera Equipment"|"Technology"|"US"|"USD"|"2017-04-03 00:00:00"|"2017-05-03 00:00:00"|30|9500.0|2186.0|11|"canceled"
11440|"Help expose tech scams with The Computer Exorcist Show!"|"Radio & Podcasts"|"Publishing"|"US"|"USD"|"2017-01-24 00:00:00"|"2017-03-25 00:00:00"|60|2900.0|0.0|0|"canceled"
11441|"The Mushroom Cloud's Second Studio Album!"|"Rock"|"Music"|"US"|"USD"|"2016-04-14 00:00:00"|"2016-05-14 00:00:00"|30|3000.0|3233.0|53|"successful"
11442|"Little Lamper"|"Video Games"|"Games"|"CA"|"CAD"|"2014-05-02 00:00:00"|"2014-06-03 00:00:00"|32|10984.99|2259.25|38|"failed"
11443|"Help Fund Mike Zabrin's 2nd Single!"|"Music"|"Music"|"US"|"USD"|"2013-01-10 00:00:00"|"2013-02-09 00:00:00"|30|300.0|86.0|4|"failed"
11444|"The UK's BUZZFEED / theVERGE mashup for new writers!"|"Publishing"|"Publishing"|"GB"|"GBP"|"2014-11-18 00:00:00"|"2014-12-18 00:00:00"|30|156479.83|0.0|0|"canceled"
11445|"Writer's dream"|"Fiction"|"Publishing"|"CA"|"CAD"|"2015-11-10 00:00:00"|"2015-12-10 00:00:00"|30|1097.78|3.66|1|"failed"
11446|"Elephant Docks"|"Design"|"Design"|"GB"|"GBP"|"2013-03-29 00:00:00"|"2013-05-03 00:00:00"|35|2333.18|2396.95|35|"successful"
11447|"Hand made carbon steel kitchen knives (Canceled)"|"Crafts"|"Crafts"|"US"|"USD"|"2015-08-05 00:00:00"|"2015-09-04 00:00:00"|30|1600.0|129.0|1|"canceled"
11448|"Let’s make the world full of love!"|"Webseries"|"Film & Video"|"US"|"USD"|"2014-01-23 00:00:00"|"2014-02-23 00:00:00"|31|1000.0|1.0|1|"failed"
11449|"Dungeon Crawler: The Fall of Ariatite - Decision Based RPG"|"Video Games"|"Games"|"GB"|"GBP"|"2017-07-04 00:00:00"|"2017-09-02 00:00:00"|60|1982.08|82.28|10|"failed"
11450|"Ebookwriter Publishing: Authorship for the Mass Market"|"Fiction"|"Publishing"|"GB"|"GBP"|"2016-09-29 00:00:00"|"2016-10-14 00:00:00"|15|7341.96|0.0|0|"failed"
11451|"Do you blink? doBlink!"|"Technology"|"Technology"|"US"|"USD"|"2012-06-13 00:00:00"|"2012-07-28 00:00:00"|45|2000.0|579.0|19|"failed"
11452|"""Cord of the King"" - Corduroy in a Modern Classic Style"|"Art"|"Art"|"US"|"USD"|"2016-09-30 00:00:00"|"2016-11-14 00:00:00"|45|15000.0|778.0|9|"failed"
11453|"Tea Time Cupcakes Updated"|"Food"|"Food"|"US"|"USD"|"2017-03-22 00:00:00"|"2017-04-03 00:00:00"|12|850.0|850.0|12|"successful"
11454|"STAC Rockland T-Shirt"|"Fashion"|"Fashion"|"US"|"USD"|"2017-01-30 00:00:00"|"2017-03-01 00:00:00"|30|410.0|189.0|18|"failed"
11455|"The Seventh Chakra - an original play by James Royce McGuire"|"Theater"|"Theater"|"US"|"USD"|"2010-10-15 00:00:00"|"2010-12-14 00:00:00"|60|8000.0|0.0|0|"failed"
11456|"Deozoa: Legends of Eden (Canceled)"|"Video Games"|"Games"|"US"|"USD"|"2012-08-22 00:00:00"|"2012-09-27 00:00:00"|36|78000.0|13437.0|306|"canceled"
11457|"""Know What Im Doing"" single release"|"Hip-Hop"|"Music"|"US"|"USD"|"2015-08-01 00:00:00"|"2015-08-31 00:00:00"|30|1000.0|0.0|0|"failed"
11458|"Horror/Thriller Werewolf Movie"|"Shorts"|"Film & Video"|"US"|"USD"|"2012-06-20 00:00:00"|"2012-07-20 00:00:00"|30|8000.0|100.0|3|"failed"
11459|"Grind Your Brain - Death Metal Concept Album"|"Metal"|"Music"|"US"|"USD"|"2013-08-01 00:00:00"|"2013-09-05 00:00:00"|35|3500.0|100.0|4|"failed"
11460|"A Multi-Function LED Safety Product that Saves Lives!"|"Technology"|"Technology"|"US"|"USD"|"2017-07-06 00:00:00"|"2017-08-05 00:00:00"|30|15000.0|514.0|8|"canceled"
11461|"Herman Hedning 1998-2002 SVAMMELSURIUM"|"Comics"|"Comics"|"SE"|"SEK"|"2017-02-22 00:00:00"|"2017-03-24 00:00:00"|30|15860.97|37112.06|556|"successful"
11462|"Alt-Fest - multi genre, crowd led Alternative festival"|"Music"|"Music"|"GB"|"GBP"|"2013-03-04 00:00:00"|"2013-04-03 00:00:00"|30|45733.1|94152.28|593|"successful"
11463|"Half Priced Hearts needs a van!!"|"Pop"|"Music"|"US"|"USD"|"2012-03-28 00:00:00"|"2012-04-27 00:00:00"|30|5000.0|5266.0|71|"successful"
11464|"Davidson School of Arts & Crafts"|"Mixed Media"|"Art"|"US"|"USD"|"2015-07-01 00:00:00"|"2015-08-19 00:00:00"|49|550000.0|391.0|10|"failed"
11465|"The Long Road to Boston"|"Documentary"|"Film & Video"|"US"|"USD"|"2013-08-09 00:00:00"|"2013-09-08 00:00:00"|30|30000.0|4275.0|45|"failed"
11466|"Liverpool Trading  (Liverpool <-> New York)"|"Theater"|"Theater"|"US"|"USD"|"2011-08-25 00:00:00"|"2011-10-02 00:00:00"|38|2500.0|2660.0|28|"successful"
11467|"The new face of Canadian Science Fiction"|"Fiction"|"Publishing"|"US"|"USD"|"2010-03-18 00:00:00"|"2010-05-16 00:00:00"|59|10000.0|10797.0|66|"failed"
11468|"Getting Wood(type)!"|"Typography"|"Design"|"US"|"USD"|"2011-04-25 00:00:00"|"2011-06-24 00:00:00"|60|4000.0|5587.4|145|"successful"
11469|"TILT Debut Album – Mixed by music legend CHRIS KIMSEY"|"Rock"|"Music"|"GB"|"GBP"|"2014-10-03 00:00:00"|"2014-12-02 00:00:00"|60|21960.1|4483.0|97|"failed"
11470|"Tunnel"|"Electronic Music"|"Music"|"AU"|"AUD"|"2016-07-17 00:00:00"|"2016-07-22 00:00:00"|5|1122.59|1405.48|96|"successful"
11471|"Children Creating and Gifting Art"|"Mixed Media"|"Art"|"US"|"USD"|"2012-11-01 00:00:00"|"2012-12-03 00:00:00"|32|325.0|335.0|7|"successful"
11472|"Afraid of Monsters: A Painting Series"|"Painting"|"Art"|"US"|"USD"|"2015-05-11 00:00:00"|"2015-06-15 00:00:00"|35|2000.0|255.0|5|"failed"
11473|"K-aos Turn Up Tour"|"Hip-Hop"|"Music"|"US"|"USD"|"2014-01-10 00:00:00"|"2014-02-11 00:00:00"|32|20000.0|0.0|0|"failed"
11474|"Aquilon Music Festival"|"Classical Music"|"Music"|"US"|"USD"|"2017-12-29 00:00:00"|"2018-01-28 00:00:00"|30|10000.0|18.0|1|"live"
11475|"Sleepy Head Pots Co."|"Art"|"Art"|"US"|"USD"|"2016-01-05 00:00:00"|"2016-02-04 00:00:00"|30|2000.0|0.0|0|"failed"
11476|"Truck Patch Revival's New Album"|"Country & Folk"|"Music"|"US"|"USD"|"2015-11-06 00:00:00"|"2015-12-06 00:00:00"|30|4000.0|50.0|2|"failed"
11477|"Love and Let Go (An Album for Bereaved Parents)"|"Music"|"Music"|"AU"|"AUD"|"2017-07-12 00:00:00"|"2017-08-18 00:00:00"|37|19791.01|21255.54|428|"successful"
11478|"Hideout Havoc (Card and Web Game)"|"Tabletop Games"|"Games"|"US"|"USD"|"2011-07-01 00:00:00"|"2011-07-31 00:00:00"|30|25000.0|110.0|2|"failed"
11479|"The Erwin Full-Zip Mitten"|"Accessories"|"Fashion"|"US"|"USD"|"2014-10-05 00:00:00"|"2014-11-15 00:00:00"|41|11500.0|1283.0|17|"failed"
11480|"TRANSFORMERS Fan Film: Dark Before Extinction"|"Action"|"Film & Video"|"GB"|"GBP"|"2017-01-03 00:00:00"|"2017-03-04 00:00:00"|60|9724.67|87.52|6|"failed"
11481|"Fundraiser for greatness"|"Music"|"Music"|"US"|"USD"|"2011-03-14 00:00:00"|"2011-04-29 00:00:00"|46|5000.0|500.0|1|"failed"
11482|"Turnover - Survival Stealth PC Game"|"Video Games"|"Games"|"US"|"USD"|"2014-07-30 00:00:00"|"2014-08-29 00:00:00"|30|800.0|1100.0|24|"successful"
11483|"Sara Radin's First Worship EP: ""Here"""|"Music"|"Music"|"US"|"USD"|"2013-05-17 00:00:00"|"2013-06-26 00:00:00"|40|11000.0|2867.4|36|"failed"
11484|"Conquering Kilimanjaro Documentary Film"|"Documentary"|"Film & Video"|"US"|"USD"|"2014-04-29 00:00:00"|"2014-06-13 00:00:00"|45|7500.0|7575.0|51|"successful"
11485|"TerrainCrate - Plastic, affordable, fantasy terrain!"|"Tabletop Games"|"Games"|"US"|"USD"|"2017-04-26 00:00:00"|"2017-05-15 00:00:00"|19|75000.0|629460.0|3725|"successful"
11486|"Ohyo Bag 2: The Multi-Purpose Bag that Grows with your Day"|"Product Design"|"Design"|"GB"|"GBP"|"2016-03-30 00:00:00"|"2016-04-23 00:00:00"|24|12422.36|13198.39|107|"successful"
11487|"Andretti Dante presents Insomniac Theatre"|"Film & Video"|"Film & Video"|"US"|"USD"|"2012-06-03 00:00:00"|"2012-07-02 00:00:00"|29|20000.0|609.0|23|"failed"
11488|"Lakota Crafts 2015 New Store All Native  American Art"|"Crafts"|"Crafts"|"US"|"USD"|"2015-04-19 00:00:00"|"2015-06-18 00:00:00"|60|101.0|360.0|24|"successful"
11489|"Westworld Studios"|"Mixed Media"|"Art"|"AU"|"AUD"|"2014-10-03 00:00:00"|"2014-11-03 00:00:00"|31|859.55|4.3|1|"failed"
11490|"The Tomb of Baalberith"|"Graphic Novels"|"Comics"|"US"|"USD"|"2017-04-20 00:00:00"|"2017-05-20 00:00:00"|30|3000.0|3186.66|81|"successful"
11491|"The Preternatural"|"Art"|"Art"|"US"|"USD"|"2015-01-21 00:00:00"|"2015-03-16 00:00:00"|54|10000.0|28.0|1|"failed"
11492|"Eastern U.S. Road Trip"|"Places"|"Photography"|"US"|"USD"|"2016-03-04 00:00:00"|"2016-04-03 00:00:00"|30|5000.0|0.0|0|"failed"
11493|"Gateway - The Film"|"Film & Video"|"Film & Video"|"US"|"USD"|"2011-06-20 00:00:00"|"2011-07-20 00:00:00"|30|5000.0|5907.25|73|"successful"
11494|"Superstar Runner's Music Mentorship with Loren Israel"|"Indie Rock"|"Music"|"US"|"USD"|"2016-10-10 00:00:00"|"2016-11-10 00:00:00"|31|3000.0|0.0|0|"canceled"
11495|"Sustainable and Confortable Tee & Sweat by LEKOCON PARIS"|"Apparel"|"Fashion"|"FR"|"EUR"|"2017-10-02 00:00:00"|"2017-11-02 00:00:00"|31|8159.93|8287.0|40|"successful"
11496|"Feedz.io (Canceled)"|"Apps"|"Technology"|"US"|"USD"|"2015-01-28 00:00:00"|"2015-02-27 00:00:00"|30|75000.0|1.0|1|"canceled"
11497|"MamaGeek Boutique"|"Crafts"|"Crafts"|"US"|"USD"|"2016-04-25 00:00:00"|"2016-05-20 00:00:00"|25|1000.0|0.0|0|"failed"
11498|"The Cinderfella Project (Canceled)"|"Pop"|"Music"|"US"|"USD"|"2012-07-31 00:00:00"|"2012-09-15 00:00:00"|46|25000.0|2476.0|34|"canceled"
11499|"Luxurious & Elegant Silk Sleepwear for Women."|"Apparel"|"Fashion"|"FR"|"EUR"|"2016-05-03 00:00:00"|"2016-06-22 00:00:00"|50|6639.59|2.21|2|"failed"
11500|"Solar Electric Grid in a Box"|"Technology"|"Technology"|"US"|"USD"|"2016-08-10 00:00:00"|"2016-09-14 00:00:00"|35|50000.0|85.0|7|"failed"
11501|"American Nightmares (Canceled)"|"Hip-Hop"|"Music"|"US"|"USD"|"2015-03-23 00:00:00"|"2015-04-23 00:00:00"|31|7500.0|0.0|0|"canceled"
